prod_inchi,prod_mults,reac_inchi,reac_mults
"InChI=1S/C2H4O.H/c1-2-3;/h2H,1H3;",1_2,InChI=1S/C2H4.HO/c1-2;/h1-2H2;1H,1_2
"InChI=1S/C2H4O.H/c1-2-3;/h2-3H,1H2;",1_2,InChI=1S/C2H4.HO/c1-2;/h1-2H2;1H,1_2
"InChI=1S/C2H5O/c1-2-3/h3H,1-2H2",2,InChI=1S/C2H4.HO/c1-2;/h1-2H2;1H,1_2
InChI=1S/C2H4O.HO/c1-2-3-1;/h1-2H2;1H,1_2,InChI=1S/C2H4.HO2/c2*1-2/h1-2H2;1H,1_2
InChI=1S/C2H4O.CH3O/c1-2-3-1;1-2/h1-2H2;1H3,1_2,InChI=1S/C2H4.CH3O2/c1-2;1-3-2/h1-2H2;1H3,1_2
"InChI=1S/C2H4O.C2H5O/c1-2-3-1;1-2-3/h1-2H2;2H2,1H3",1_2,"InChI=1S/C2H5O2.C2H4/c1-2-4-3;1-2/h2H2,1H3;1-2H2",2_1
"InChI=1S/C2H3/c1-2/h1H,2H2",2,InChI=1S/C2H2.H/c1-2;/h1-2H;,1_2
"InChI=1S/C2H3O2/c1-2-4-3/h2H,1H2",2,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
"InChI=1S/C2H3O2/c1-2-4-3/h2H,1H2",2,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
"InChI=1S/C2H4O.HO/c1-2-3;/h1,3H,2H2;1H",3_2,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
"InChI=1S/C2H4O.HO/c1-2-3;/h1,3H,2H2;1H",3_2,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
"InChI=1S/C2H3O.O/c1-2-3;/h2H,1H2;",2_3,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
"InChI=1S/C2H3O.O/c1-2-3;/h2H,1H2;",2_3,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
InChI=1S/C2H2.HO2/c2*1-2/h1-2H;1H,1_2,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
InChI=1S/C2H2.HO2/c2*1-2/h1-2H;1H,1_2,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
InChI=1S/C2H2O2.H/c3-1-2-4;/h1-2H;,1_2,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
InChI=1S/C2H2O2.H/c3-1-2-4;/h1-2H;,1_2,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
InChI=1S/C2H2O.HO/c1-2-3;/h1H2;1H,1_2,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
InChI=1S/C2H2O.HO/c1-2-3;/h1H2;1H,1_2,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
InChI=1S/CH2O.CHO/c2*1-2/h1H2;1H,1_2,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
InChI=1S/CH2O.CHO/c2*1-2/h1H2;1H,1_2,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
InChI=1S/CH3O.CO/c2*1-2/h1H3;,2_1,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
InChI=1S/CH3O.CO/c2*1-2/h1H3;,2_1,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
InChI=1S/CO2.CH3/c2-1-3;/h;1H3,1_2,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
InChI=1S/CO2.CH3/c2-1-3;/h;1H3,1_2,"InChI=1S/C2H3.O2/c2*1-2/h1H,2H2;",2_3
"InChI=1S/C2H4O.HO/c1-2-3;/h1,3H,2H2;1H",3_2,"InChI=1S/C2H3O2/c1-2-4-3/h2H,1H2",2
"InChI=1S/C2H4O.HO/c1-2-3;/h1,3H,2H2;1H",3_2,"InChI=1S/C2H3O2/c1-2-4-3/h2H,1H2",2
"InChI=1S/C2H3O.O/c1-2-3;/h2H,1H2;",2_3,"InChI=1S/C2H3O2/c1-2-4-3/h2H,1H2",2
"InChI=1S/C2H3O.O/c1-2-3;/h2H,1H2;",2_3,"InChI=1S/C2H3O2/c1-2-4-3/h2H,1H2",2
InChI=1S/C2H2O2.H/c3-1-2-4;/h1-2H;,1_2,"InChI=1S/C2H3O2/c1-2-4-3/h2H,1H2",2
InChI=1S/C2H2O2.H/c3-1-2-4;/h1-2H;,1_2,"InChI=1S/C2H3O2/c1-2-4-3/h2H,1H2",2
InChI=1S/C2H2O.HO/c1-2-3;/h1H2;1H,1_2,"InChI=1S/C2H3O2/c1-2-4-3/h2H,1H2",2
InChI=1S/C2H2O.HO/c1-2-3;/h1H2;1H,1_2,"InChI=1S/C2H3O2/c1-2-4-3/h2H,1H2",2
InChI=1S/CH2O.CHO/c2*1-2/h1H2;1H,1_2,"InChI=1S/C2H3O2/c1-2-4-3/h2H,1H2",2
InChI=1S/CH2O.CHO/c2*1-2/h1H2;1H,1_2,"InChI=1S/C2H3O2/c1-2-4-3/h2H,1H2",2
InChI=1S/CH3O.CO/c2*1-2/h1H3;,2_1,"InChI=1S/C2H3O2/c1-2-4-3/h2H,1H2",2
InChI=1S/CH3O.CO/c2*1-2/h1H3;,2_1,"InChI=1S/C2H3O2/c1-2-4-3/h2H,1H2",2
InChI=1S/C2H2.H2/c1-2;/h1-2H;1H,1_1,"InChI=1S/C2H3.H/c1-2;/h1H,2H2;",2_2
InChI=1S/C2H2.H2/c1-2;/h1H2;1H,1_1,"InChI=1S/C2H3.H/c1-2;/h1H,2H2;",2_2
InChI=1S/C2H2.H2O/c1-2;/h1-2H;1H2,1_1,"InChI=1S/C2H3.HO/c1-2;/h1H,2H2;1H",2_2
InChI=1S/C2H2.CH4/c1-2;/h1-2H;1H4,1_1,"InChI=1S/C2H3.CH3/c1-2;/h1H,2H2;1H3",2_2
InChI=1S/C2H4.C2H2/c2*1-2/h1-2H2;1-2H,1_1,"InChI=1S/2C2H3/c2*1-2/h2*1H,2H2",2_2
InChI=1S/C2H2/c1-2/h1-2H,1,InChI=1S/C2H.H/c1-2;/h1H;,2_2
InChI=1S/C2H2/c1-2/h1H2,1,InChI=1S/C2H2/c1-2/h1-2H,1
InChI=1S/CO.CH2/c1-2;/h;1H2,1_3,InChI=1S/C2H2.O/c1-2;/h1-2H;,1_3
InChI=1S/C2HO.H/c1-2-3;/h1H;,2_2,InChI=1S/C2H2.O/c1-2;/h1-2H;,1_3
InChI=1S/C2H2O.HO/c1-2-3;/h1H2;1H,1_2,InChI=1S/C2H2.HO2/c2*1-2/h1-2H;1H,1_2
"InChI=1S/C2H3.CO/c2*1-2/h1H,2H2;",2_1,InChI=1S/C2H2.CHO/c2*1-2/h1-2H;1H,1_2
"InChI=1S/C3H3.H/c1-3-2;/h1H,2H2;",2_2,InChI=1S/C2H2.CH2/c1-2;/h1-2H;1H2,1_3
"InChI=1S/C3H3.H/c1-3-2;/h1H,2H2;",2_2,InChI=1S/C2H2.CH2/c1-2;/h1-2H;1H2,1_1
"InChI=1S/C3H3.CO/c1-3-2;1-2/h1H,2H2;",2_1,InChI=1S/C2HO.C2H2/c1-2-3;1-2/h1H;1-2H,2_1
InChI=1S/C2H2.H/c1-2;/h1-2H;,1_2,InChI=1S/C2H2.H/c1-2;/h1H2;,1_2
InChI=1S/C2H2O.H/c1-2-3;/h1H2;,1_2,InChI=1S/C2H2.HO/c1-2;/h1H2;1H,1_2
InChI=1S/2CHO/c2*1-2/h2*1H,2_2,InChI=1S/C2H2.O2/c2*1-2/h1H2;,1_3
InChI=1S/C2H.H2O/c1-2;/h1H;1H2,2_1,InChI=1S/C2H2.HO/c1-2;/h1-2H;1H,1_2
"InChI=1S/C2H2O.H/c1-2-3;/h1,3H;",1_2,InChI=1S/C2H2.HO/c1-2;/h1-2H;1H,1_2
InChI=1S/C2H2O.H/c1-2-3;/h1H2;,1_2,InChI=1S/C2H2.HO/c1-2;/h1-2H;1H,1_2
InChI=1S/CO.CH3/c1-2;/h;1H3,1_2,InChI=1S/C2H2.HO/c1-2;/h1-2H;1H,1_2
InChI=1S/C2H3O/c1-2-3/h1-3H,2,InChI=1S/C2H2.HO/c1-2;/h1-2H;1H,1_2
InChI=1S/C2H2O.H/c1-2-3;/h1H2;,1_2,"InChI=1S/C2H2O.H/c1-2-3;/h1,3H;",1_2
InChI=1S/CHO.CO/c2*1-2/h1H;,2_1,InChI=1S/C2H.O2/c2*1-2/h1H;,2_3
InChI=1S/C2H2.H/c1-2;/h1-2H;,1_2,InChI=1S/C2H.H2/c1-2;/h1H;1H,2_1
InChI=1S/C2HO.H/c1-2-3;/h1H;,2_2,InChI=1S/C2H.HO/c1-2;/h1H;1H,2_2
InChI=1S/CHO.CH3/c1-2;/h1H;1H3,2_2,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",1
InChI=1S/CO.CH4/c1-2;/h;1H4,1_1,"InChI=1S/C2H4O/c1-2-3/h2H,1H3",1
InChI=1S/C2H3O.HO2/c1-2-3;1-2/h1H3;1H,2_2,"InChI=1S/C2H4O.O2/c1-2-3;1-2/h2H,1H3;",1_3
InChI=1S/C2H3O.HO/c1-2-3;/h1H3;1H,2_2,"InChI=1S/C2H4O.O/c1-2-3;/h2H,1H3;",1_3
InChI=1S/C2H3O.H2/c1-2-3;/h1H3;1H,2_1,"InChI=1S/C2H4O.H/c1-2-3;/h2H,1H3;",1_2
InChI=1S/C2H3O.H2O/c1-2-3;/h1H3;1H2,2_1,"InChI=1S/C2H4O.HO/c1-2-3;/h2H,1H3;1H",1_2
InChI=1S/C2H3O.H2O2/c1-2-3;1-2/h1H3;1-2H,2_1,"InChI=1S/C2H4O.HO2/c1-2-3;1-2/h2H,1H3;1H",1_2
InChI=1S/C2H3O.CH4/c1-2-3;/h1H3;1H4,2_1,"InChI=1S/C2H4O.CH3/c1-2-3;/h2H,1H3;1H3",1_2
"InChI=1S/C2H3O.CH4O2/c1-2-3;1-3-2/h1H3;2H,1H3",2_1,"InChI=1S/C2H4O.CH3O2/c1-2-3;1-3-2/h2H,1H3;1H3",1_2
"InChI=1S/C2H4O3.C2H3O/c1-2(3)5-4;1-2-3/h4H,1H3;1H3",1_2,"InChI=1S/C2H3O3.C2H4O/c1-2(3)5-4;1-2-3/h1H3;2H,1H3",2_1
"InChI=1S/C2H3O.H2/c1-2-3;/h2H,1H2;1H",2_1,"InChI=1S/C2H4O.H/c1-2-3;/h2H,1H3;",1_2
"InChI=1S/C2H3O.H2O/c1-2-3;/h2H,1H2;1H2",2_1,"InChI=1S/C2H4O.HO/c1-2-3;/h2H,1H3;1H",1_2
"InChI=1S/CH2O2.CH3/c2-1-3;/h1H,(H,2,3);1H3",1_2,"InChI=1S/C2H4O.HO/c1-2-3;/h2H,1H3;1H",1_2
InChI=1S/CO.CH3/c1-2;/h;1H3,1_2,InChI=1S/C2H3O/c1-2-3/h1H3,2
InChI=1S/C2H2O.H/c1-2-3;/h1H2;,1_2,InChI=1S/C2H3O/c1-2-3/h1H3,2
InChI=1S/C2H2O.H2/c1-2-3;/h1H2;1H,1_1,InChI=1S/C2H3O.H/c1-2-3;/h1H3;,2_2
InChI=1S/C2H2O.HO/c1-2-3;/h1H2;1H,1_2,InChI=1S/C2H3O.O/c1-2-3;/h1H3;,2_3
InChI=1S/C2H2O.CH4/c1-2-3;/h1H2;1H4,1_1,InChI=1S/C2H3O.CH3/c1-2-3;/h1H3;1H3,2_2
InChI=1S/C2H3O3/c1-2(3)5-4/h1H3,2,InChI=1S/C2H3O.O2/c1-2-3;1-2/h1H3;,2_3
"InChI=1S/C2H4O3.O2/c1-2(3)5-4;1-2/h4H,1H3;",1_3,InChI=1S/C2H3O3.HO2/c1-2(3)5-4;1-2/h1H3;1H,2_2
"InChI=1S/C2H4O3.HO2/c1-2(3)5-4;1-2/h4H,1H3;1H",1_2,InChI=1S/C2H3O3.H2O2/c1-2(3)5-4;1-2/h1H3;1-2H,2_1
"InChI=1S/C2H4O3.CH3/c1-2(3)5-4;/h4H,1H3;1H3",1_2,InChI=1S/C2H3O3.CH4/c1-2(3)5-4;/h1H3;1H4,2_1
"InChI=1S/C2H4O/c1-2-3/h2H,1H3",1,"InChI=1S/C2H4O/c1-2-3/h2-3H,1H2",1
"InChI=1S/C2H3O.HO2/c1-2-3;1-2/h2H,1H2;1H",2_2,"InChI=1S/C2H4O.O2/c1-2-3;1-2/h2-3H,1H2;",1_3
"InChI=1S/C2H3O.HO/c1-2-3;/h2H,1H2;1H",2_2,"InChI=1S/C2H4O.O/c1-2-3;/h2-3H,1H2;",1_3
"InChI=1S/C2H3O.H2/c1-2-3;/h2H,1H2;1H",2_1,"InChI=1S/C2H4O.H/c1-2-3;/h2-3H,1H2;",1_2
"InChI=1S/C2H3O.H2O/c1-2-3;/h2H,1H2;1H2",2_1,"InChI=1S/C2H4O.HO/c1-2-3;/h2-3H,1H2;1H",1_2
"InChI=1S/C2H3O.CH4/c1-2-3;/h2H,1H2;1H4",2_1,"InChI=1S/C2H4O.CH3/c1-2-3;/h2-3H,1H2;1H3",1_2
"InChI=1S/C2H3O.CH4O2/c1-2-3;1-3-2/h2H,1H2;2H,1H3",2_1,"InChI=1S/C2H4O.CH3O2/c1-2-3;1-3-2/h2-3H,1H2;1H3",1_2
InChI=1S/C2H3O.H2/c1-2-3;/h1-3H;1H,2_1,"InChI=1S/C2H4O.H/c1-2-3;/h2-3H,1H2;",1_2
"InChI=1S/C2H5O/c1-2-3/h3H,1-2H2",2,"InChI=1S/C2H4O.H/c1-2-3;/h2-3H,1H2;",1_2
"InChI=1S/C2H4O.HO2/c1-2-3;1-2/h2H,1H3;1H",1_2,"InChI=1S/C2H4O.HO2/c1-2-3;1-2/h2-3H,1H2;1H",1_2
InChI=1S/C2H2O.H/c1-2-3;/h1H2;,1_2,"InChI=1S/C2H3O/c1-2-3/h2H,1H2",2
InChI=1S/CO.CH3/c1-2;/h;1H3,1_2,"InChI=1S/C2H3O/c1-2-3/h2H,1H2",2
InChI=1S/C2H3O2.HO/c1-2(3)4;/h1H3;1H,2_2,"InChI=1S/C2H4O3/c1-2(3)5-4/h4H,1H3",1
"InChI=1S/C2H4O3.CHO/c1-2(3)5-4;1-2/h4H,1H3;1H",1_2,InChI=1S/C2H3O3.CH2O/c1-2(3)5-4;1-2/h1H3;1H2,2_1
"InChI=1S/C2H4O3.C2H5/c1-2(3)5-4;1-2/h4H,1H3;1H2,2H3",1_2,InChI=1S/C2H3O3.C2H6/c1-2(3)5-4;1-2/h1H3;1-2H3,2_1
InChI=1S/CO2.CH3/c2-1-3;/h;1H3,1_2,InChI=1S/C2H3O2/c1-2(3)4/h1H3,2
"InChI=1S/C2H3O3/c3-1-2-5-4/h1H,2H2",2,"InChI=1S/C2H3O.O2/c1-2-3;1-2/h2H,1H2;",2_3
InChI=1S/C2H2O.HO2/c1-2-3;1-2/h1H2;1H,1_2,"InChI=1S/C2H3O.O2/c1-2-3;1-2/h2H,1H2;",2_3
"InChI=1S/C2H3O3/c3-1-2-5-4/h4H,2H2",2,"InChI=1S/C2H3O.O2/c1-2-3;1-2/h2H,1H2;",2_3
"InChI=1S/C2H3O3/c3-1-2-5-4/h4H,2H2",2,"InChI=1S/C2H3O3/c3-1-2-5-4/h1H,2H2",2
InChI=1S/C2H2O.HO2/c1-2-3;1-2/h1H2;1H,1_2,"InChI=1S/C2H3O3/c3-1-2-5-4/h1H,2H2",2
InChI=1S/C2H2O.HO2/c1-2-3;1-2/h1H2;1H,1_2,"InChI=1S/C2H3O3/c3-1-2-5-4/h4H,2H2",2
InChI=1S/C2H2O/c1-2-3/h1H2,1,InChI=1S/CO.CH2/c1-2;/h;1H2,1_3
InChI=1S/C2HO.H2/c1-2-3;/h1H;1H,2_1,InChI=1S/C2H2O.H/c1-2-3;/h1H2;,1_2
InChI=1S/C2HO.HO/c1-2-3;/h1H;1H,2_2,InChI=1S/C2H2O.O/c1-2-3;/h1H2;,1_3
InChI=1S/C2HO.H2O/c1-2-3;/h1H;1H2,2_1,InChI=1S/C2H2O.HO/c1-2-3;/h1H2;1H,1_2
InChI=1S/CO.CH3/c1-2;/h;1H3,1_2,InChI=1S/C2H2O.H/c1-2-3;/h1H2;,1_2
InChI=1S/CO2.CH2/c2-1-3;/h;1H2,1_3,InChI=1S/C2H2O.O/c1-2-3;/h1H2;,1_3
"InChI=1S/CH3O.CO/c2*1-2/h2H,1H2;",2_1,InChI=1S/C2H2O.HO/c1-2-3;/h1H2;1H,1_2
InChI=1S/C2H4.CO/c2*1-2/h1-2H2;,1_1,InChI=1S/C2H2O.CH2/c1-2-3;/h1H2;1H2,1_1
"InChI=1S/C2H5.CO/c2*1-2/h1H2,2H3;",2_1,InChI=1S/C2H2O.CH3/c1-2-3;/h1H2;1H3,1_2
InChI=1S/CO.CH2/c1-2;/h;1H2,1_1,InChI=1S/C2HO.H/c1-2-3;/h1H;,2_2
InChI=1S/C2H4.H2O/c1-2;/h1-2H2;1H2,1_1,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",1
"InChI=1S/CH3O.CH3/c1-2;/h2H,1H2;1H3",2_2,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",1
"InChI=1S/C2H5.HO/c1-2;/h1H2,2H3;1H",2_2,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",1
"InChI=1S/C2H5O.HO/c1-2-3;/h2H2,1H3;1H",2_2,"InChI=1S/C2H6O.O/c1-2-3;/h3H,2H2,1H3;",1_3
"InChI=1S/C2H5O.H2O/c1-2-3;/h2H2,1H3;1H2",2_1,"InChI=1S/C2H6O.HO/c1-2-3;/h3H,2H2,1H3;1H",1_2
"InChI=1S/C2H5O.H2/c1-2-3;/h2H2,1H3;1H",2_1,"InChI=1S/C2H6O.H/c1-2-3;/h3H,2H2,1H3;",1_2
"InChI=1S/C2H5O.H2O2/c1-2-3;1-2/h2H2,1H3;1-2H",2_1,"InChI=1S/C2H6O.HO2/c1-2-3;1-2/h3H,2H2,1H3;1H",1_2
"InChI=1S/C2H5O.CH4/c1-2-3;/h2H2,1H3;1H4",2_1,"InChI=1S/C2H6O.CH3/c1-2-3;/h3H,2H2,1H3;1H3",1_2
"InChI=1S/C2H5O.CH4O2/c1-2-3;1-3-2/h2H2,1H3;2H,1H3",2_1,"InChI=1S/C2H6O.CH3O2/c1-2-3;1-3-2/h3H,2H2,1H3;1H3",1_2
"InChI=1S/C2H5O.C2H6/c1-2-3;1-2/h3H,1-2H2;1-2H3",2_1,"InChI=1S/C2H6O.C2H5/c1-2-3;1-2/h3H,2H2,1H3;1H2,2H3",1_2
"InChI=1S/C2H5O.HO2/c1-2-3;1-2/h2-3H,1H3;1H",2_2,"InChI=1S/C2H6O.O2/c1-2-3;1-2/h3H,2H2,1H3;",1_3
"InChI=1S/C2H5O.HO/c1-2-3;/h2-3H,1H3;1H",2_2,"InChI=1S/C2H6O.O/c1-2-3;/h3H,2H2,1H3;",1_3
"InChI=1S/C2H5O.H2/c1-2-3;/h2-3H,1H3;1H",2_1,"InChI=1S/C2H6O.H/c1-2-3;/h3H,2H2,1H3;",1_2
"InChI=1S/C2H5O.H2O/c1-2-3;/h2-3H,1H3;1H2",2_1,"InChI=1S/C2H6O.HO/c1-2-3;/h3H,2H2,1H3;1H",1_2
"InChI=1S/C2H5O.H2O2/c1-2-3;1-2/h2-3H,1H3;1-2H",2_1,"InChI=1S/C2H6O.HO2/c1-2-3;1-2/h3H,2H2,1H3;1H",1_2
"InChI=1S/C2H5O.CH4/c1-2-3;/h2-3H,1H3;1H4",2_1,"InChI=1S/C2H6O.CH3/c1-2-3;/h3H,2H2,1H3;1H3",1_2
"InChI=1S/C2H5O.CH4O2/c1-2-3;1-3-2/h2-3H,1H3;2H,1H3",2_1,"InChI=1S/C2H6O.CH3O2/c1-2-3;1-3-2/h3H,2H2,1H3;1H3",1_2
"InChI=1S/C2H5O.C2H6/c1-2-3;1-2/h2-3H,1H3;1-2H3",2_1,"InChI=1S/C2H6O.C2H5/c1-2-3;1-2/h3H,2H2,1H3;1H2,2H3",1_2
"InChI=1S/C2H5O.HO2/c1-2-3;1-2/h3H,1-2H2;1H",2_2,"InChI=1S/C2H6O.O2/c1-2-3;1-2/h3H,2H2,1H3;",1_3
"InChI=1S/C2H5O.HO/c1-2-3;/h3H,1-2H2;1H",2_2,"InChI=1S/C2H6O.O/c1-2-3;/h3H,2H2,1H3;",1_3
"InChI=1S/C2H5O.H2/c1-2-3;/h3H,1-2H2;1H",2_1,"InChI=1S/C2H6O.H/c1-2-3;/h3H,2H2,1H3;",1_2
"InChI=1S/C2H5O.H2O/c1-2-3;/h3H,1-2H2;1H2",2_1,"InChI=1S/C2H6O.HO/c1-2-3;/h3H,2H2,1H3;1H",1_2
"InChI=1S/C2H5O.H2O2/c1-2-3;1-2/h3H,1-2H2;1-2H",2_1,"InChI=1S/C2H6O.HO2/c1-2-3;1-2/h3H,2H2,1H3;1H",1_2
"InChI=1S/C2H5O.CH4/c1-2-3;/h3H,1-2H2;1H4",2_1,"InChI=1S/C2H6O.CH3/c1-2-3;/h3H,2H2,1H3;1H3",1_2
"InChI=1S/C2H5O.CH4O2/c1-2-3;1-3-2/h3H,1-2H2;2H,1H3",2_1,"InChI=1S/C2H6O.CH3O2/c1-2-3;1-3-2/h3H,2H2,1H3;1H3",1_2
"InChI=1S/C2H4O.H/c1-2-3;/h2H,1H3;",1_2,"InChI=1S/C2H5O/c1-2-3/h2-3H,1H3",2
"InChI=1S/C2H4O.H/c1-2-3;/h2-3H,1H2;",1_2,"InChI=1S/C2H5O/c1-2-3/h2-3H,1H3",2
"InChI=1S/C2H5O/c1-2-3/h2H2,1H3",2,"InChI=1S/C2H5O/c1-2-3/h2-3H,1H3",2
"InChI=1S/C2H5O/c1-2-3/h3H,1-2H2",2,"InChI=1S/C2H5O/c1-2-3/h2-3H,1H3",2
"InChI=1S/C2H5O/c1-2-3/h2H2,1H3",2,InChI=1S/CH2O.CH3/c1-2;/h1H2;1H3,1_2
"InChI=1S/C2H5O/c1-2-3/h2H2,1H3",2,"InChI=1S/C2H4O.H/c1-2-3;/h2H,1H3;",1_2
"InChI=1S/C2H4O.HO2/c1-2-3;1-2/h2H,1H3;1H",1_2,"InChI=1S/C2H5O.O2/c1-2-3;1-2/h2H2,1H3;",2_3
"InChI=1S/C2H5O.O2/c1-2-3;1-2/h3H,1-2H2;",2_3,"InChI=1S/C2H5O3/c3-1-2-5-4/h3H,1-2H2",2
"InChI=1S/C2H4O.HO2/c1-2-3;1-2/h2H,1H3;1H",1_2,"InChI=1S/C2H5O.O2/c1-2-3;1-2/h2-3H,1H3;",2_3
"InChI=1S/C2H4O.HO2/c1-2-3;1-2/h2-3H,1H2;1H",1_2,"InChI=1S/C2H5O.O2/c1-2-3;1-2/h2-3H,1H3;",2_3
InChI=1S/CH3O.CH3/c1-2;/h1H3;1H3,2_2,InChI=1S/C2H6O/c1-3-2/h1-2H3,1
"InChI=1S/C2H5O.H2O/c1-3-2;/h1H2,2H3;1H2",2_1,InChI=1S/C2H6O.HO/c1-3-2;/h1-2H3;1H,1_2
"InChI=1S/C2H5O.H2/c1-3-2;/h1H2,2H3;1H",2_1,InChI=1S/C2H6O.H/c1-3-2;/h1-2H3;,1_2
"InChI=1S/C2H5O.HO/c1-3-2;/h1H2,2H3;1H",2_2,InChI=1S/C2H6O.O/c1-3-2;/h1-2H3;,1_3
"InChI=1S/C2H5O.H2O2/c1-3-2;1-2/h1H2,2H3;1-2H",2_1,InChI=1S/C2H6O.HO2/c1-3-2;1-2/h1-2H3;1H,1_2
"InChI=1S/C2H5O.CH4O2/c2*1-3-2/h1H2,2H3;2H,1H3",2_1,InChI=1S/C2H6O.CH3O2/c2*1-3-2/h1-2H3;1H3,1_2
"InChI=1S/C2H5O.CH4/c1-3-2;/h1H2,2H3;1H4",2_1,InChI=1S/C2H6O.CH3/c1-3-2;/h1-2H3;1H3,1_2
"InChI=1S/C2H5O.HO2/c1-3-2;1-2/h1H2,2H3;1H",2_2,InChI=1S/C2H6O.O2/c1-3-2;1-2/h1-2H3;,1_3
"InChI=1S/C2H5O.CH4O/c1-3-2;1-2/h1H2,2H3;2H,1H3",2_1,InChI=1S/C2H6O.CH3O/c1-3-2;1-2/h1-2H3;1H3,1_2
"InChI=1S/C2H6O3.C2H5O/c1-4-2-5-3;1-3-2/h3H,2H2,1H3;1H2,2H3",1_2,"InChI=1S/C2H5O3.C2H6O/c1-4-2-5-3;1-3-2/h2H2,1H3;1-2H3",2_1
"InChI=1S/C2H5O.CH2O3/c1-3-2;2-1-4-3/h1H2,2H3;1,3H",2_1,InChI=1S/C2H6O.CHO3/c1-3-2;2-1-4-3/h1-2H3;1H,1_2
"InChI=1S/C2H5O.CH2O2/c1-3-2;2-1-3/h1H2,2H3;1H,(H,2,3)",2_1,InChI=1S/C2H6O.CHO2/c1-3-2;2-1-3/h1-2H3;1H,1_2
InChI=1S/C2H6O.CH2O/c1-3-2;1-2/h1-2H3;1H2,1_1,"InChI=1S/C2H5O.CH3O/c1-3-2;1-2/h1H2,2H3;1H3",2_2
InChI=1S/C2H6O.CHO/c1-3-2;1-2/h1-2H3;1H,1_2,"InChI=1S/C2H5O.CH2O/c1-3-2;1-2/h1H2,2H3;1H2",2_1
InChI=1S/C2H6O.C2H3O/c1-3-2;1-2-3/h1-2H3;1H3,1_2,"InChI=1S/C2H5O.C2H4O/c1-3-2;1-2-3/h1H2,2H3;2H,1H3",2_1
InChI=1S/CH2O.CH3/c1-2;/h1H2;1H3,1_2,"InChI=1S/C2H5O/c1-3-2/h1H2,2H3",2
"InChI=1S/C2H5O3/c1-4-2-5-3/h2H2,1H3",2,"InChI=1S/C2H5O.O2/c1-3-2;1-2/h1H2,2H3;",2_3
"InChI=1S/C2H5O3/c1-4-2-5-3/h3H,1-2H2",2,"InChI=1S/C2H5O.O2/c1-3-2;1-2/h1H2,2H3;",2_3
"InChI=1S/C2H5O3/c1-4-2-5-3/h3H,1-2H2",2,"InChI=1S/C2H5O3/c1-4-2-5-3/h2H2,1H3",2
"InChI=1S/C2H5O5/c3-6-1-5-2-7-4/h3H,1-2H2",2,"InChI=1S/C2H5O3.O2/c1-4-2-5-3;1-2/h3H,1-2H2;",2_3
"InChI=1S/C2H4O4.HO/c3-1-5-2-6-4;/h1,4H,2H2;1H",1_2,"InChI=1S/C2H5O3.O2/c1-4-2-5-3;1-2/h3H,1-2H2;",2_3
"InChI=1S/C2H4O4.HO/c3-1-5-2-6-4;/h1,4H,2H2;1H",1_2,"InChI=1S/C2H5O5/c3-6-1-5-2-7-4/h3H,1-2H2",2
"InChI=1S/C2H6O3.CHO/c1-4-2-5-3;1-2/h3H,2H2,1H3;1H",1_2,"InChI=1S/C2H5O3.CH2O/c1-4-2-5-3;1-2/h2H2,1H3;1H2",2_1
"InChI=1S/C2H6O3.C2H3O/c1-4-2-5-3;1-2-3/h3H,2H2,1H3;1H3",1_2,"InChI=1S/C2H5O3.C2H4O/c1-4-2-5-3;1-2-3/h2H2,1H3;2H,1H3",2_1
"InChI=1S/C2H6O3/c1-4-2-5-3/h3H,2H2,1H3",1,"InChI=1S/C2H5O2.HO/c1-4-2-3;/h2H2,1H3;1H",2_2
"InChI=1S/C2H3O3.HO/c3-1-5-2-4;/h1H,2H2;1H",2_2,"InChI=1S/C2H4O4/c3-1-5-2-6-4/h1,4H,2H2",1
"InChI=1S/C2H3O3/c3-1-5-2-4/h1H,2H2",2,InChI=1S/CHO2.CH2O/c2-1-3;1-2/h1H;1H2,2_1
